date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:16:59	2157/2157	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2013%20Jun%202023%2017:06:30%20GMT	../wp-content/uploads/2023/06/Artboard-1.svg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2023/06/Artboard-1.svg	(from https://khada.vn/)
06:16:59	252091/252091	---M--	200	added ('OK')	image/jpeg	date:Fri,%2014%20Feb%202025%2004:02:11%20GMT	../wp-content/uploads/2025/02/banner-bang-hieu-decor.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2025/02/banner-bang-hieu-decor.jpg	(from https://khada.vn/)
06:16:59	150300/150300	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2004:47:28%20GMT	../wp-content/uploads/2023/09/1-scaled.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2023/09/1-scaled.jpg	(from https://khada.vn/)
06:17:00	547132/547132	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Jun%202023%2003:30:59%20GMT	../wp-content/uploads/2023/06/BANG-MICA-KHADA.png	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2023/06/BANG-MICA-KHADA.png	(from https://khada.vn/)
06:17:00	631999/631999	---M--	200	added ('OK')	image/png	date:Thu,%2015%20Jun%202023%2003:31:28%20GMT	../wp-content/uploads/2023/06/BANG-INOX-KHADA.png	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2023/06/BANG-INOX-KHADA.png	(from https://khada.vn/)
06:17:00	670696/670696	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2022%20Jul%202023%2009:23:39%20GMT	../wp-content/uploads/2023/07/banner-bang-vay-quang-cao-Khada.svg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2023/07/banner-bang-vay-quang-cao-Khada.svg	(from https://khada.vn/)
06:17:00	171949/171949	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Feb%202024%2006:23:10%20GMT	../wp-content/uploads/2024/02/banner-bang-decor-han-quoc-khada-2.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/02/banner-bang-decor-han-quoc-khada-2.jpg	(from https://khada.vn/)
06:17:00	62875/62875	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Mar%202025%2003:10:43%20GMT	../wp-content/uploads/2025/03/banner-lam-bang-quang-cao-khada.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2025/03/banner-lam-bang-quang-cao-khada.jpg	(from https://khada.vn/)
06:17:01	77884/77884	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Mar%202025%2003:00:59%20GMT	../wp-content/uploads/2025/03/banner-khac-dau-lay-lien-khada.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2025/03/banner-khac-dau-lay-lien-khada.jpg	(from https://khada.vn/)
06:17:01	187258/187258	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2004:31:14%20GMT	../wp-content/uploads/2023/06/1-20.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2023/06/1-20.jpg	(from https://khada.vn/)
06:17:02	149349/149349	---M-Z	200	added ('OK')	text/html	etag:%2280770-1743271200;gz%22	https://khada.vn/san-pham/con-dau-chu-ky-lay-lien/	C:/My%20Web%20Sites/xuongkhacdau15/san-pham/con-dau-chu-ky-lay-lien/index.html	(from https://khada.vn/)
06:17:02	187444/187444	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2002:35:38%20GMT	../wp-content/uploads/2023/06/1-4.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2023/06/1-4.jpg	(from https://khada.vn/)
06:17:02	163721/163721	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2004:29:40%20GMT	../wp-content/uploads/2023/06/1-19.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2023/06/1-19.jpg	(from https://khada.vn/)
06:17:02	177554/177554	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Aug%202023%2009:02:49%20GMT	../wp-content/uploads/2023/06/1-3.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2023/06/1-3.jpg	(from https://khada.vn/)
06:17:03	149116/149116	---M-Z	200	added ('OK')	text/html	etag:%2280771-1743271201;gz%22	https://khada.vn/san-pham/muc-dau/	C:/My%20Web%20Sites/xuongkhacdau15/san-pham/muc-dau/index.html	(from https://khada.vn/)
06:17:03	145759/145759	---M-Z	200	added ('OK')	text/html	etag:%2280772-1743271202;gz%22	https://khada.vn/san-pham/lan-tay/	C:/My%20Web%20Sites/xuongkhacdau15/san-pham/lan-tay/index.html	(from https://khada.vn/)
06:17:04	217357/217357	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2004:21:48%20GMT	../wp-content/uploads/2023/06/13-3.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2023/06/13-3.jpg	(from https://khada.vn/)
06:17:05	174074/174074	---M-Z	200	added ('OK')	text/html	etag:%2280773-1743271204;gz%22	https://khada.vn/san-pham/con-dau-ngay-thang-nam-xoay/	C:/My%20Web%20Sites/xuongkhacdau15/san-pham/con-dau-ngay-thang-nam-xoay/index.html	(from https://khada.vn/)
06:17:06	173404/173404	---M-Z	200	added ('OK')	text/html	etag:%2280774-1743271204;gz%22	https://khada.vn/san-pham/con-dau-xoay-6-so/	C:/My%20Web%20Sites/xuongkhacdau15/san-pham/con-dau-xoay-6-so/index.html	(from https://khada.vn/)
06:17:06	140092/140092	---M-Z	200	added ('OK')	text/html	etag:%2280775-1743271207;gz%22	https://khada.vn/san-pham/con-dau-vuong-cong-ty/	C:/My%20Web%20Sites/xuongkhacdau15/san-pham/con-dau-vuong-cong-ty/index.html	(from https://khada.vn/)
06:17:06	283798/283798	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2003:48:04%20GMT	../wp-content/uploads/2023/06/1-18.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2023/06/1-18.jpg	(from https://khada.vn/)
06:17:07	257210/257210	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2003:46:45%20GMT	../wp-content/uploads/2023/06/1-17.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2023/06/1-17.jpg	(from https://khada.vn/)
06:17:07	132274/132274	---M-Z	200	added ('OK')	text/html	etag:%2280776-1743271213;gz%22	https://khada.vn/san-pham/con-dau-tron-theo-yeu-cau/	C:/My%20Web%20Sites/xuongkhacdau15/san-pham/con-dau-tron-theo-yeu-cau/index.html	(from https://khada.vn/)
06:17:08	155215/155215	---M-Z	200	added ('OK')	text/html	etag:%2280777-1743271214;gz%22	https://khada.vn/san-pham/con-dau-tron-cong-ty/	C:/My%20Web%20Sites/xuongkhacdau15/san-pham/con-dau-tron-cong-ty/index.html	(from https://khada.vn/)
06:17:08	242249/242249	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2003:42:03%20GMT	../wp-content/uploads/2023/06/1-16.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2023/06/1-16.jpg	(from https://khada.vn/)
06:17:09	108583/108583	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2005:12:13%20GMT	../wp-content/uploads/2024/12/bang-sat-decor-han-quoc.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/bang-sat-decor-han-quoc.jpg	(from https://khada.vn/)
06:17:09	77275/77275	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2005:12:13%20GMT	../wp-content/uploads/2024/12/bang-sat-decor-han-quoc-610x750.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/bang-sat-decor-han-quoc-610x750.jpg	(from https://khada.vn/)
06:17:09	99768/99768	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2005:10:44%20GMT	../wp-content/uploads/2024/12/bang-vay-hinh-tron-hinh-chu-nhat.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/bang-vay-hinh-tron-hinh-chu-nhat.jpg	(from https://khada.vn/)
06:17:10	69281/69281	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2005:10:45%20GMT	../wp-content/uploads/2024/12/bang-vay-hinh-tron-hinh-chu-nhat-610x750.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/bang-vay-hinh-tron-hinh-chu-nhat-610x750.jpg	(from https://khada.vn/)
06:17:10	167759/167759	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2005:06:59%20GMT	../wp-content/uploads/2024/12/bang-hieu-sat-son-hieu-ung-ri-set-binh-thanh.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/bang-hieu-sat-son-hieu-ung-ri-set-binh-thanh.jpg	(from https://khada.vn/)
06:17:10	2685156/2685156	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Jun%202023%2016:04:42%20GMT	../wp-content/uploads/2023/06/banner.png	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2023/06/banner.png	(from https://khada.vn/)
06:17:10	103545/103545	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2005:06:59%20GMT	../wp-content/uploads/2024/12/bang-hieu-sat-son-hieu-ung-ri-set-binh-thanh-610x750.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/bang-hieu-sat-son-hieu-ung-ri-set-binh-thanh-610x750.jpg	(from https://khada.vn/)
06:17:11	133356/133356	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2008:11:57%20GMT	../wp-content/uploads/2024/12/Bang-hieu-chinh-alu-chu-noi-den-led.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/Bang-hieu-chinh-alu-chu-noi-den-led.jpg	(from https://khada.vn/)
06:17:11	98204/98204	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2008:11:57%20GMT	../wp-content/uploads/2024/12/Bang-hieu-chinh-alu-chu-noi-den-led-610x750.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/Bang-hieu-chinh-alu-chu-noi-den-led-610x750.jpg	(from https://khada.vn/)
06:17:11	225186/225186	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2008:08:26%20GMT	../wp-content/uploads/2024/12/Logo-chu-noi-den-led-dan-tuong.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/Logo-chu-noi-den-led-dan-tuong.jpg	(from https://khada.vn/)
06:17:11	140190/140190	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2008:08:26%20GMT	../wp-content/uploads/2024/12/Logo-chu-noi-den-led-dan-tuong-610x750.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/Logo-chu-noi-den-led-dan-tuong-610x750.jpg	(from https://khada.vn/)
06:17:11	123290/123290	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2007:58:49%20GMT	../wp-content/uploads/2024/12/Bang-inox-trang-guong-bac-vang.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/Bang-inox-trang-guong-bac-vang.jpg	(from https://khada.vn/)
06:17:12	91085/91085	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2007:58:50%20GMT	../wp-content/uploads/2024/12/Bang-inox-trang-guong-bac-vang-610x750.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/Bang-inox-trang-guong-bac-vang-610x750.jpg	(from https://khada.vn/)
06:17:12	132162/132162	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2007:56:28%20GMT	../wp-content/uploads/2024/12/Bang-gap-guong-chu-A.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/Bang-gap-guong-chu-A.jpg	(from https://khada.vn/)
06:17:12	91477/91477	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2007:56:29%20GMT	../wp-content/uploads/2024/12/Bang-gap-guong-chu-A-610x750.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/Bang-gap-guong-chu-A-610x750.jpg	(from https://khada.vn/)
06:17:12	161163/161163	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2003:44:35%20GMT	../wp-content/uploads/2024/12/Bang-quang-cao-Quan-Cafe-Han-Quoc-2.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/Bang-quang-cao-Quan-Cafe-Han-Quoc-2.jpg	(from https://khada.vn/)
06:17:13	113121/113121	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2003:44:36%20GMT	../wp-content/uploads/2024/12/Bang-quang-cao-Quan-Cafe-Han-Quoc-2-610x750.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/Bang-quang-cao-Quan-Cafe-Han-Quoc-2-610x750.jpg	(from https://khada.vn/)
06:17:13	3075261/3075261	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Jun%202023%2016:05:02%20GMT	../wp-content/uploads/2023/06/banner-1.png	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2023/06/banner-1.png	(from https://khada.vn/)
06:17:13	243045/243045	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2003:44:15%20GMT	../wp-content/uploads/2024/12/Bang-quang-cao-Quan-Cafe-Han-Quoc-1.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/Bang-quang-cao-Quan-Cafe-Han-Quoc-1.jpg	(from https://khada.vn/)
06:17:13	159438/159438	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2003:44:15%20GMT	../wp-content/uploads/2024/12/Bang-quang-cao-Quan-Cafe-Han-Quoc-1-610x750.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/Bang-quang-cao-Quan-Cafe-Han-Quoc-1-610x750.jpg	(from https://khada.vn/)
06:17:13	137073/137073	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2003:26:56%20GMT	../wp-content/uploads/2024/12/Bang-quang-cao-Quan-Cafe-Moc-dep.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/Bang-quang-cao-Quan-Cafe-Moc-dep.jpg	(from https://khada.vn/)
06:17:13	88747/88747	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2003:26:56%20GMT	../wp-content/uploads/2024/12/Bang-quang-cao-Quan-Cafe-Moc-dep-610x750.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/Bang-quang-cao-Quan-Cafe-Moc-dep-610x750.jpg	(from https://khada.vn/)
06:17:14	119450/119450	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2003:39:57%20GMT	../wp-content/uploads/2024/12/Bang-quang-cao-Quan-Cafe-Phong-Cach-Han-Quoc.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/Bang-quang-cao-Quan-Cafe-Phong-Cach-Han-Quoc.jpg	(from https://khada.vn/)
06:17:14	74564/74564	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2003:39:58%20GMT	../wp-content/uploads/2024/12/Bang-quang-cao-Quan-Cafe-Phong-Cach-Han-Quoc-610x750.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/Bang-quang-cao-Quan-Cafe-Phong-Cach-Han-Quoc-610x750.jpg	(from https://khada.vn/)
06:17:14	191865/191865	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2003:43:42%20GMT	../wp-content/uploads/2024/12/Bang-quang-cao-Quan-Cafe-Han-Quoc.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/Bang-quang-cao-Quan-Cafe-Han-Quoc.jpg	(from https://khada.vn/)
06:17:14	127715/127715	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Dec%202024%2003:43:42%20GMT	../wp-content/uploads/2024/12/Bang-quang-cao-Quan-Cafe-Han-Quoc-610x750.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/12/Bang-quang-cao-Quan-Cafe-Han-Quoc-610x750.jpg	(from https://khada.vn/)
06:17:15	131763/131763	---M-Z	200	added ('OK')	text/html	etag:%2280779-1743271224;gz%22	https://khada.vn/san-pham/bang-decor-han-quoc-sat-tron-kich-thuoc-70x70cm/	C:/My%20Web%20Sites/xuongkhacdau15/san-pham/bang-decor-han-quoc-sat-tron-kich-thuoc-70x70cm/index.html	(from https://khada.vn/)
06:17:15	570553/570553	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Apr%202024%2009:37:28%20GMT	../wp-content/uploads/2024/04/bang-sat-uon-tron-decor-han-quoc-70x70cm-khada_1.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/04/bang-sat-uon-tron-decor-han-quoc-70x70cm-khada_1.jpg	(from https://khada.vn/)
06:17:16	179750/179750	---M-Z	200	added ('OK')	text/html	etag:%2280778-1743271224;gz%22	https://khada.vn/san-pham/bang-sat-uon-tron-decor-hang-quoc-50x70cm/	C:/My%20Web%20Sites/xuongkhacdau15/san-pham/bang-sat-uon-tron-decor-hang-quoc-50x70cm/index.html	(from https://khada.vn/)
06:17:16	490469/490469	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Apr%202024%2009:17:30%20GMT	../wp-content/uploads/2024/04/bang-sat-uon-tron-decor-han-quoc-khada_5.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/04/bang-sat-uon-tron-decor-han-quoc-khada_5.jpg	(from https://khada.vn/)
06:17:16	430858/430858	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Apr%202024%2006:51:02%20GMT	../wp-content/uploads/2024/04/bang-sat-decor-style-han-quoc-khada_4.jpg	C:/My%20Web%20Sites/xuongkhacdau15/wp-content/uploads/2024/04/bang-sat-decor-style-han-quoc-khada_4.jpg	(from https://khada.vn/)
